"StudyID","Species","Taxon.group","Endo.Ecto","Trait.Name","Fitness.Measure.Defined","linear.coefs","linear.coefs.se","grad.diff","elevation","abs.Lat","Genus","family","order","class"
61,"Negaprion brevirostris","V","Ecto","body length","survival",-0.250416,NA,"grad",8,25.745,"Negaprion","Carcharhinidae","Elasmobranchii","Chondrichthyes"
79,"Phasianus colchicus","V","Endo","wing length","male survival",-0.25,NA,"grad",17,55.7232,"Phasianus","Phasianidae","Galliformes","Ave"
79,"Phasianus colchicus","V","Endo","wing length","male survival",-0.24,NA,"grad",17,55.7232,"Phasianus","Phasianidae","Galliformes","Ave"
15,"Parus caeruleus","V","Endo","chick tarsus length","survival (recruitment to the breeding population)",-0.234928705,0.50760675,"grad",29,42.5667,"Parus","Paridae","Passeriformes","Ave"
11,"Calopteryx splendens","I","Ecto","Hindwing width","Minimum lifespan in field (a measure of survival), Klingav_ls_n population",-0.226834,NA,"grad",33,55.6333,"Calopteryx","Calopterygidae","Odonata","Insecta"
15,"Parus caeruleus","V","Endo","chick tarsus length","survival (recruitment to the breeding population)",-0.226011228,0.25188037,"grad",593,42.55,"Parus","Paridae","Passeriformes","Ave"
61,"Negaprion brevirostris","V","Ecto","body length","survival",-0.220991,NA,"grad",8,25.745,"Negaprion","Carcharhinidae","Elasmobranchii","Chondrichthyes"
73,"Lacerta agilis","V","Ecto","Female condition","Survival rate of offspring (proportion)",-0.22,0.378,"grad",5,57.3947,"Lacerta","Laceratidae","Squamata","Reptilia"
11,"Calopteryx splendens","I","Ecto","Mass","Minimum lifespan in field (a measure of survival), Klingav_ls_n population",-0.218969,NA,"grad",33,55.6333,"Calopteryx","Calopterygidae","Odonata","Insecta"
150,"Chrysemys picta","V","Ecto","Egg mass","clutch survival",-0.218,0.238,"grad",184,41.9586,"Chrysemys","Emydidae","Testudines","Reptilia"
119,"Aquarius remigis","I","Ecto","thorax length","longevity",-0.21,NA,"grad",31,45.5167,"Aquarius","Gerridae","Hemiptera","Insecta"
11,"Calopteryx splendens","I","Ecto","Hindwing length","Minimum lifespan in field (a measure of survival), Klingav_ls_n population",-0.202437,NA,"grad",33,55.6333,"Calopteryx","Calopterygidae","Odonata","Insecta"
75,"Salmo salar","V","Ecto","body length (immature + mature fish)","Age-2 winter survival",-0.2,NA,"grad",124,42.4167,"Salmo","Salmonidae","Salmoniformes","Actinopterygii"
37,"Stegastes partitus","V","Ecto","Relative growth rate (Dk)","Longevity",-0.198,0.052,"grad",-30,23.7903,"Stegastes","Pomacentridae","Blenniformes","Actinopterygii"
67,"Ovis aries","V","Endo","hindlimb length - adult males","survival",-0.189,0.219,"grad",121,57.814,"Ovis","Bovidae","Artiodactyla","Mammalia"
37,"Stegastes partitus","V","Ecto","Relative growth rate (Dk)","Longevity",-0.187,0.125,"grad",-2,23.7179,"Stegastes","Pomacentridae","Blenniformes","Actinopterygii"
101,"Zosterops lateralis chlorocephalus","V","Endo","tarsus length","survival",-0.185,NA,"grad",-17,23.4333,"Zosterops","Zosteropidae","Passeriformes","Ave"
61,"Negaprion brevirostris","V","Ecto","body length","survival",-0.18,NA,"grad",8,25.745,"Negaprion","Carcharhinidae","Elasmobranchii","Chondrichthyes"
75,"Salmo salar","V","Ecto","condition factor (immature fish)","Age-1 summer survival",-0.18,NA,"grad",124,42.4167,"Salmo","Salmonidae","Salmoniformes","Actinopterygii"
119,"Aquarius remigis","I","Ecto","abdomen length","longevity",-0.179,NA,"grad",31,45.5167,"Aquarius","Gerridae","Hemiptera","Insecta"
11,"Calopteryx splendens","I","Ecto","Hindwing width","Minimum lifespan in field (a measure of survival), Klingav_ls_n population",-0.175656,NA,"grad",33,55.6333,"Calopteryx","Calopterygidae","Odonata","Insecta"
11,"Calopteryx splendens","I","Ecto","Thorax length","Minimum lifespan in field (a measure of survival), Klingav_ls_n population",-0.172754,NA,"grad",33,55.6333,"Calopteryx","Calopterygidae","Odonata","Insecta"
101,"Zosterops lateralis chlorocephalus","V","Endo","culmen depth","survival",-0.171,NA,"grad",-17,23.4333,"Zosterops","Zosteropidae","Passeriformes","Ave"
61,"Negaprion brevirostris","V","Ecto","condition factor","survival",-0.17,NA,"grad",8,25.745,"Negaprion","Carcharhinidae","Elasmobranchii","Chondrichthyes"
150,"Chrysemys picta","V","Ecto","Egg mass","clutch survival",-0.166,0.473,"grad",184,41.9586,"Chrysemys","Emydidae","Testudines","Reptilia"
37,"Stegastes partitus","V","Ecto","Relative growth rate (Dk)","Longevity",-0.166,0.055,"grad",0,23.6725,"Stegastes","Pomacentridae","Blenniformes","Actinopterygii"
11,"Calopteryx splendens","I","Ecto","Total length","Minimum lifespan in field (a measure of survival), Klingav_ls_n population",-0.165706,NA,"grad",33,55.6333,"Calopteryx","Calopterygidae","Odonata","Insecta"
67,"Ovis aries","V","Endo","body weight - juveniles","survival",-0.163,0.071,"grad",121,57.814,"Ovis","Bovidae","Artiodactyla","Mammalia"
61,"Negaprion brevirostris","V","Ecto","condition factor","survival",-0.16,NA,"grad",8,25.745,"Negaprion","Carcharhinidae","Elasmobranchii","Chondrichthyes"
61,"Negaprion brevirostris","V","Ecto","growth","survival",-0.16,NA,"grad",8,25.745,"Negaprion","Carcharhinidae","Elasmobranchii","Chondrichthyes"
112,"Zosterops lateralis chlorocephalus","V","Endo","tarsus","survival",-0.16,0.07,"grad",-17,23.4333,"Zosterops","Zosteropidae","Passeriformes","Ave"
74,"Oncorhynchus nerka","V","Ecto","body length","Male survival",-0.157,0.031,"grad",19,59.3217,"Oncorhynchus","Salmonidae","Salmoniformes","Actinopterygii"
79,"Phasianus colchicus","V","Endo","wing length","female survival",-0.15,NA,"grad",17,55.7232,"Phasianus","Phasianidae","Galliformes","Ave"
11,"Calopteryx splendens","I","Ecto","Total length","Minimum lifespan in field (a measure of survival), Klingav_ls_n population",-0.141968,NA,"grad",33,55.6333,"Calopteryx","Calopterygidae","Odonata","Insecta"
79,"Phasianus colchicus","V","Endo","wing length","female survival",-0.14,NA,"grad",17,55.7232,"Phasianus","Phasianidae","Galliformes","Ave"
75,"Salmo salar","V","Ecto","condition factor (immature fish)","Age-2 winter survival",-0.14,NA,"grad",124,42.4167,"Salmo","Salmonidae","Salmoniformes","Actinopterygii"
112,"Zosterops lateralis chlorocephalus","V","Endo","cull","survival",-0.14,0.19,"grad",-17,23.4333,"Zosterops","Zosteropidae","Passeriformes","Ave"
112,"Zosterops lateralis chlorocephalus","V","Endo","culd","survival",-0.14,0.2,"grad",-17,23.4333,"Zosterops","Zosteropidae","Passeriformes","Ave"
15,"Parus caeruleus","V","Endo","chick tarsus length","survival (recruitment to the breeding population)",-0.139206092,0.29398202,"grad",232,43.6667,"Parus","Paridae","Passeriformes","Ave"
101,"Zosterops lateralis chlorocephalus","V","Endo","tarsus length","survival",-0.136,NA,"grad",-17,23.4333,"Zosterops","Zosteropidae","Passeriformes","Ave"
101,"Zosterops lateralis chlorocephalus","V","Endo","tarsus length","survival",-0.135,NA,"grad",-17,23.4333,"Zosterops","Zosteropidae","Passeriformes","Ave"
11,"Calopteryx splendens","I","Ecto","Mass","Minimum lifespan in field (a measure of survival), H_je «_Å population",-0.133509,NA,"grad",10,55.7,"Calopteryx","Calopterygidae","Odonata","Insecta"
101,"Zosterops lateralis chlorocephalus","V","Endo","tail length","survival",-0.131,NA,"grad",-17,23.4333,"Zosterops","Zosteropidae","Passeriformes","Ave"
61,"Negaprion brevirostris","V","Ecto","body length","survival",-0.130385,NA,"grad",8,25.745,"Negaprion","Carcharhinidae","Elasmobranchii","Chondrichthyes"
61,"Negaprion brevirostris","V","Ecto","body length","survival",-0.13,NA,"grad",8,25.745,"Negaprion","Carcharhinidae","Elasmobranchii","Chondrichthyes"
61,"Negaprion brevirostris","V","Ecto","body length","survival",-0.12680955,NA,"grad",8,25.745,"Negaprion","Carcharhinidae","Elasmobranchii","Chondrichthyes"
61,"Negaprion brevirostris","V","Ecto","condition factor","survival",-0.124224,NA,"grad",8,25.745,"Negaprion","Carcharhinidae","Elasmobranchii","Chondrichthyes"
158,"Parus major","V","Endo","adult body mass","survival to the next breeding season",-0.124,0.057,"grad",10,51.641,"Parus","Paridae","Passeriformes","Ave"
158,"Parus major","V","Endo","tarsus length","survival to the next breeding season",-0.124,0.052,"grad",-2,53.2833,"Parus","Paridae","Passeriformes","Ave"
144,"Carpodacus mexicanus","V","Endo","Beak width","juvenile survival",-0.121,NA,"grad",971,46.8607,"Carpodacus","Fringillidae","Passeriformes","Ave"
75,"Salmo salar","V","Ecto","body length (immature fish)","Age-2 winter survival",-0.12,NA,"grad",124,42.4167,"Salmo","Salmonidae","Salmoniformes","Actinopterygii"
79,"Phasianus colchicus","V","Endo","tarsus length","male survival",-0.12,NA,"grad",17,55.7232,"Phasianus","Phasianidae","Galliformes","Ave"
112,"Zosterops lateralis chlorocephalus","V","Endo","culw","survival",-0.12,0.07,"grad",-17,23.4333,"Zosterops","Zosteropidae","Passeriformes","Ave"
61,"Negaprion brevirostris","V","Ecto","body length","survival",-0.11748,NA,"grad",8,25.745,"Negaprion","Carcharhinidae","Elasmobranchii","Chondrichthyes"
11,"Calopteryx splendens","I","Ecto","Forewing width","Minimum lifespan in field (a measure of survival), H_je «_Å population",-0.116828,NA,"grad",10,55.7,"Calopteryx","Calopterygidae","Odonata","Insecta"
51,"Poecilia reticulata","V","Ecto","Body Size","survival",-0.11,NA,"grad",88,10.4606,"Poecilia","Poecilidae","Cyprinodontiformes","Actinopterygii"
112,"Zosterops lateralis chlorocephalus","V","Endo","cull","survival",-0.11,0.1,"grad",-17,23.4333,"Zosterops","Zosteropidae","Passeriformes","Ave"
112,"Zosterops lateralis chlorocephalus","V","Endo","tarsus","survival",-0.11,0.05,"grad",-17,23.4333,"Zosterops","Zosteropidae","Passeriformes","Ave"
37,"Stegastes partitus","V","Ecto","Asymptotic body size (Tlmax)","Longevity",-0.107,0.085,"grad",-2,23.7179,"Stegastes","Pomacentridae","Blenniformes","Actinopterygii"
144,"Carpodacus mexicanus","V","Endo","Beak Depth","juvenile survival",-0.103,NA,"grad",971,46.8607,"Carpodacus","Fringillidae","Passeriformes","Ave"
11,"Calopteryx splendens","I","Ecto","Thorax width","Minimum lifespan in field (a measure of survival), Klingav_ls_n population",-0.101922,NA,"grad",33,55.6333,"Calopteryx","Calopterygidae","Odonata","Insecta"
112,"Zosterops lateralis chlorocephalus","V","Endo","wing","survival",-0.1,0.1,"grad",-17,23.4333,"Zosterops","Zosteropidae","Passeriformes","Ave"
112,"Zosterops lateralis chlorocephalus","V","Endo","culd","survival",-0.1,0.1,"grad",-17,23.4333,"Zosterops","Zosteropidae","Passeriformes","Ave"
61,"Negaprion brevirostris","V","Ecto","growth","survival",-0.098268,NA,"grad",8,25.745,"Negaprion","Carcharhinidae","Elasmobranchii","Chondrichthyes"
158,"Parus major","V","Endo","adult body mass","survival to the next breeding season",-0.098,0.061,"grad",-2,53.2833,"Parus","Paridae","Passeriformes","Ave"
61,"Negaprion brevirostris","V","Ecto","body length","survival",-0.0975744,NA,"grad",8,25.745,"Negaprion","Carcharhinidae","Elasmobranchii","Chondrichthyes"
158,"Parus major","V","Endo","tarsus length","survival to the next breeding season",-0.097,0.068,"grad",10,51.641,"Parus","Paridae","Passeriformes","Ave"
61,"Negaprion brevirostris","V","Ecto","body length","survival",-0.095,NA,"grad",8,25.745,"Negaprion","Carcharhinidae","Elasmobranchii","Chondrichthyes"
101,"Zosterops lateralis chlorocephalus","V","Endo","culmen length","survival",-0.092,NA,"grad",-17,23.4333,"Zosterops","Zosteropidae","Passeriformes","Ave"
75,"Salmo salar","V","Ecto","growth (immature + mature fish)","Age-1 winter survival",-0.09,NA,"grad",124,42.4167,"Salmo","Salmonidae","Salmoniformes","Actinopterygii"
75,"Salmo salar","V","Ecto","growth (immature + mature fish)","Age-2 winter survival",-0.09,NA,"grad",124,42.4167,"Salmo","Salmonidae","Salmoniformes","Actinopterygii"
112,"Zosterops lateralis chlorocephalus","V","Endo","tarsus","survival",-0.09,0.17,"grad",-17,23.4333,"Zosterops","Zosteropidae","Passeriformes","Ave"
15,"Parus caeruleus","V","Endo","chick weight","survival (recruitment to the breeding population)",-0.089037598,0.22842674,"grad",593,42.55,"Parus","Paridae","Passeriformes","Ave"
73,"Lacerta agilis","V","Ecto","Female condition","Survival rate of offspring (absolute recruitment)",-0.089,0.509,"grad",5,57.3947,"Lacerta","Laceratidae","Squamata","Reptilia"
144,"Carpodacus mexicanus","V","Endo","Beak Depth","juvenile survival",-0.088,NA,"grad",971,46.8607,"Carpodacus","Fringillidae","Passeriformes","Ave"
15,"Parus caeruleus","V","Endo","chick tarsus length","survival (recruitment to the breeding population)",-0.085820888,0.20407324,"grad",232,43.6667,"Parus","Paridae","Passeriformes","Ave"
11,"Calopteryx splendens","I","Ecto","Total length","Minimum lifespan in field (a measure of survival), H_je «_Å population",-0.084062,NA,"grad",10,55.7,"Calopteryx","Calopterygidae","Odonata","Insecta"
158,"Parus major","V","Endo","tarsus length","survival to the next breeding season",-0.082,0.054,"grad",10,51.641,"Parus","Paridae","Passeriformes","Ave"
101,"Zosterops lateralis chlorocephalus","V","Endo","culmen depth","survival",-0.081,NA,"grad",-17,23.4333,"Zosterops","Zosteropidae","Passeriformes","Ave"
51,"Poecilia reticulata","V","Ecto","Body Size","survival",-0.08,NA,"grad",88,10.4606,"Poecilia","Poecilidae","Cyprinodontiformes","Actinopterygii"
75,"Salmo salar","V","Ecto","body length (immature fish)","Age-2 winter survival",-0.08,NA,"grad",124,42.4167,"Salmo","Salmonidae","Salmoniformes","Actinopterygii"
79,"Phasianus colchicus","V","Endo","bill depth","female survival",-0.08,NA,"grad",17,55.7232,"Phasianus","Phasianidae","Galliformes","Ave"
75,"Salmo salar","V","Ecto","growth (immature + mature fish)","Age-2 winter survival",-0.08,NA,"grad",124,42.4167,"Salmo","Salmonidae","Salmoniformes","Actinopterygii"
75,"Salmo salar","V","Ecto","condition factor (immature fish)","Age-1 summer survival",-0.08,NA,"grad",124,42.4167,"Salmo","Salmonidae","Salmoniformes","Actinopterygii"
11,"Calopteryx splendens","I","Ecto","Forewing width","Minimum lifespan in field (a measure of survival), H_je «_Å population",-0.07982,NA,"grad",10,55.7,"Calopteryx","Calopterygidae","Odonata","Insecta"
74,"Oncorhynchus nerka","V","Ecto","body depth","Male survival",-0.079,0.031,"grad",19,59.3217,"Oncorhynchus","Salmonidae","Salmoniformes","Actinopterygii"
144,"Carpodacus mexicanus","V","Endo","Beak Length","juvenile survival",-0.079,NA,"grad",971,46.8607,"Carpodacus","Fringillidae","Passeriformes","Ave"
11,"Calopteryx splendens","I","Ecto","Thorax length","Minimum lifespan in field (a measure of survival), H_je «_Å population",-0.077781,NA,"grad",10,55.7,"Calopteryx","Calopterygidae","Odonata","Insecta"
158,"Parus major","V","Endo","adult body mass","survival to the next breeding season",-0.075,0.064,"grad",10,51.641,"Parus","Paridae","Passeriformes","Ave"
158,"Parus major","V","Endo","tarsus length","survival to the next breeding season",-0.075,0.048,"grad",10,51.641,"Parus","Paridae","Passeriformes","Ave"
15,"Parus caeruleus","V","Endo","chick weight","survival (recruitment to the breeding population)",-0.074139966,0.16146162,"grad",593,42.55,"Parus","Paridae","Passeriformes","Ave"
144,"Carpodacus mexicanus","V","Endo","Beak Depth","juvenile survival",-0.073,NA,"grad",971,46.8607,"Carpodacus","Fringillidae","Passeriformes","Ave"
144,"Carpodacus mexicanus","V","Endo","Beak Length","juvenile survival",-0.071,NA,"grad",971,46.8607,"Carpodacus","Fringillidae","Passeriformes","Ave"
132,"Anolis sagrei","V","Ecto","Snout-vent length","survival",-0.07,0.15,"grad",-1,23.4833,"Anolis","Dactyloidae","Squamata","Reptilia"
144,"Carpodacus mexicanus","V","Endo","Beak width","juvenile survival",-0.07,NA,"grad",971,46.8607,"Carpodacus","Fringillidae","Passeriformes","Ave"
67,"Ovis aries","V","Endo","hindlimb length - adult males","survival",-0.07,0.183,"grad",121,57.814,"Ovis","Bovidae","Artiodactyla","Mammalia"
112,"Zosterops lateralis chlorocephalus","V","Endo","cull","survival",-0.07,0.09,"grad",-17,23.4333,"Zosterops","Zosteropidae","Passeriformes","Ave"
101,"Zosterops lateralis chlorocephalus","V","Endo","culmen width","survival",-0.065,NA,"grad",-17,23.4333,"Zosterops","Zosteropidae","Passeriformes","Ave"
15,"Parus caeruleus","V","Endo","chick tarsus length","survival (recruitment to the breeding population)",-0.064015778,0.34653102,"grad",232,43.6667,"Parus","Paridae","Passeriformes","Ave"
